"Project ID","ARB ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","ARB Project Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR691","NA","","Reclamation Technologies Inc.","Reclamation Technologies Inc.","RemTec International ODS Destruction Import Project #1","","","","Ozone Depleting Substances - Article 5 Imports","Completed","Not ARB Eligible","Mexico","ARKANSAS","US","","","","2602812","05/06/2010","06/21/2011","View","View","www.remtec.net",
"CAR974","NA","","Reclamation Technologies Inc.","Reclamation Technologies Inc.","RemTec ODS Destruction Domestic Project #2","Reclamation Technologies Inc.","none","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","Bowling Green, Ohio","OHIO","US","","","","156882","10/10/2012","12/28/2012","View","View","www.remtec.net",
"CAR811","NA","","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC","Rentech Energy Midwest Corporation – Nitric Acid Plant 1","","","","Nitric Acid N2O- Tertiary Catalyst","Registered","Not ARB Eligible","Jo Daviess County, East Dubuque","ILLINOIS","US","","","","931558","02/23/2011","04/07/2012","View","View","",
"CAR1027","NA","","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC","Rentech Nitrogen, LLC - Nitric Acid Plant 2","","","","Nitric Acid N2O- Secondary Catalyst","Registered","Not ARB Eligible","Joe Davies County, East Dubuque, Illinois","ILLINOIS","US","","","","961828","05/14/2014","07/13/2015","View","View","",
"CAR516","NA","","Resource Recovery, Inc.","Resource Recovery, Inc.","Resource Recovery Landfill","","","NSF Certification LLC","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Cherryvale","KANSAS","US","","","","46514","11/12/2009","10/19/2010","View","View","",
"CAR855","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Ridgecrest Dairy","Environmental Credit Corp.","N/A","First Environment, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Cayuga County","NEW YORK","US","","","","1177","09/26/2011","09/21/2012","View","View","",
"CAR512","NA","","BFI Waste Systems of North America, LLC","BFI Waste Systems of North America, LLC","Rio Grande Valley Landfill","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Donna","TEXAS","US","","","","550720","11/10/2009","04/21/2011","View","View","",
"CAR1015","NA","","Rips Redwoods, LLC","Rips Redwoods, LLC","Rips Redwoods","Rips Redwoods LLC","David Katz, 2152 Orchard St., Santa Rosa, CA 95404  tel: 707 484 6283","","Improved Forest Management","Registered","Not ARB Eligible","Sonoma County, on Skaggs Springs Road 2.5 miles east of Stewarts Point (CA Highway 1).","CALIFORNIA","US","","","","173401","10/31/2013","10/28/2014","View","View","www.forestdata.com",
"CAR449","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Riverview Farm Anaerobic Digester Project","Camco International Group, Inc.","N/A","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Morris","MINNESOTA","US","","","","158730","05/15/2009","04/29/2010","View","View","NA",
"CAR1125","CALS5125","","Camco Offsets I, LLC","Camco Offsets I, LLC","Riverview Farm Anaerobic Digester Project","Riverview, LLP","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Morris","MINNESOTA","US","","","","63513","02/04/2015","03/17/2016","View","View","",
"CAR1343","NA","","Resource Management Service LLC","Resource Management Service LLC","RMS Coastal Headwaters Longleaf Restoration Avoided Conversion","Resource Management Service, LLC","None","","Avoided Conversion","Listed","Not ARB Eligible","Santa Rosa County; near Pace","FLORIDA","US","","","","","06/04/2019","","View","View","www.resourcemgt.com",
"CAR892","NA","","Smith Gardner, Inc.","Smith Gardner, Inc.","Roanoke Valley Resource Authority - Smith Gap Regional Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Salem, Roanoke Co.","VIRGINIA","US","","","","323771","09/15/2011","06/25/2014","View","View","",
"CAR426","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Robeson County Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","St. Pauls","NORTH CAROLINA","US","","","","72045","02/12/2009","08/04/2009","View","View","",
"CAR1372","NA","","Element Markets Emissions, LLC","Element Markets Emissions, LLC","Rochelle Municipal Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Rochelle","ILLINOIS","US","","","","98685","07/29/2019","02/25/2020","View","View","",
"CAR920","NA","","Rockingham County","Rockingham County","Rockingham County NC Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Rockingham County, NC","NORTH CAROLINA","US","","","","31543","12/21/2011","05/05/2014","View","View","www.co.rockingham.nc.us",
"CAR1085","CALS5083","","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - Ruckman","Roeslein Alternative Energy of Missouri, LLC","None","Ruby Canyon Environmental, Inc.","Livestock - ARB Compliance","Completed","Terminated","Gentry County, MO, near Albany, MO","MISSOURI","US","","","","3968","07/24/2014","04/10/2015","View","View","www.roesleinae.com",
"CAR1083","CALS5081","","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - South Meadow","Roeslein Alternative Energy of Missouri, LLC","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Sullivan County, MO","MISSOURI","US","","","","99299","07/24/2014","08/05/2016","View","View","www.roesleinae.com",
"CAR1081","CALS5184","","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - Valley View","Roeslein Alternative Energy of Missouri, LLC","None","","Livestock - ARB Compliance","Completed","","Sullivan County, MO","MISSOURI","US","","","","32105","09/26/2014","11/19/2019","View","View","www.roesleinae.com",
"CAR1084","CALS5082","","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - Whitetail","Roeslein Alternative Energy of Missouri, LLC","None","Ruby Canyon Environmental, Inc.","Livestock - ARB Compliance","Listed","Proposed Project","Putnam County, MO, near Unionville","MISSOURI","US","","","","","07/24/2014","","View","View","www.roesleinae.com",
"CAR1470","NA","","Radicle Group Inc.","Radicle Group Inc.","Romaniuk Grasslands Project","","","","Canada Grassland","Listed","Not ARB Eligible","Beaver County","ALBERTA","CA","","","","","05/25/2021","","View","View","",
"CAR886","NA","","Roseburg LFG Energy, LLC","Roseburg LFG Energy, LLC","Roseburg LFG Energy","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Roseburg, OR","OREGON","US","","","","119389","09/08/2011","11/28/2012","View","View","",
"CAR430","NA","","RPH Comptche Properties LLC","RPH Comptche Properties LLC","RPH Ranch","","","","Conservation-Based Forest Management","Completed","Not ARB Eligible","Comptche, Mendocino County","CALIFORNIA","US","","","","12117","01/27/2009","09/21/2012","View","View","craigblenco@gmail.com",
"CAR959","NA","","RapRec Refrigerants, Inc.","RapRec Refrigerants, Inc.","RR 2012 1","Raprec Refrigerants Inc.","N/A","NSF Certification LLC","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","Bowling Green","OHIO","US","","","","171993","05/11/2012","09/04/2012","View","View","",
"CAR1358","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Sabanetas","Sabanetas - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Singuilucan; Sabanetas","HIDALGO","MX","","","","921","06/24/2019","02/04/2021","View","View","",
"CAR1041","CAFR5038","","Sierra Pacific Industries","Sierra Pacific Industries","Sacramento Canyon ARB001","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Shasta County","CALIFORNIA","US","","","","819634","02/03/2014","02/16/2016","View","View","",
"CAR1388","NA","","Alberto Ramirez","Bienes Comunales San Gerónimo Zacapexco","San Jerónimo ZacapexCO2 - Bienes Comunales","","","","Forestry - MX","Registered","Not ARB Eligible","Villa del Carbón","STATE OF MÉXICO","MX","","","","14402","10/24/2019","09/01/2020","View","View","",
"CAR1387","NA","","Alberto Ramirez","Ejido San Jerónimo Zacapexco","San Jerónimo ZacapexCO2 - Ejido","","","","Forestry - MX","Registered","Not ARB Eligible","Villa del Carbón","STATE OF MÉXICO","MX","","","","11417","10/24/2019","09/01/2020","View","View","",
"CAR1357","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido San Lorenzo sayula","San Lorenzo Sayula - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Cuautepec; San Lorenzo Sayula","HIDALGO","MX","","","","1956","06/24/2019","02/04/2021","View","View","",
"CAR1362","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido San Pedro Huixotitla","San Pedro Huixotitla - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Mineral del Monte; Cienega Larga","HIDALGO","MX","","","","3566","06/24/2019","02/25/2021","View","View","",
"CAR1351","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Propiedad Privada Rancho Sangre de Cristo","Sangre de Cristo - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Santiago Tulantepec de Lugo Guerrero; Sangre de Cristo","HIDALGO","MX","","","","845","06/24/2019","02/25/2021","View","View","",
"CAR1313","CAFR6313","","Save the Redwoods League","Save the Redwoods League","Save the Redwoods League 2018","Save the Redwoods League","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino and Sonoma Counties","CALIFORNIA","US","","","","440956","07/30/2018","02/18/2020","View","View","www.savetheredwoods.org",
"CAR418","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Scenic View Dairy I","TerraPass, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Fennville","MICHIGAN","US","","","","90567","04/17/2009","11/16/2009","View","View","",
"CAR1035","CALS5040","","3Degrees Group, Inc","3Degrees Group, Inc","Scenic View Dairy Methane Reduction Project","Scenic View Dairy, LLC","3Degrees Group, Inc","SES, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Fennville","MICHIGAN","US","","","Reported under CAR418 prior to transition to the ARB Compliance Offset Protocol","111710","01/15/2014","10/08/2015","View","View","",
"CAR1405","CAFR6405","","Sierra Pacific Industries","Sierra Pacific Industries","Schaads","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Proposed Project","Calaveras County","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","08/17/2020","","View","View","",
"CAR873","NA","","ClimeCo LLC","ClimeCo LLC","Sevier Solid Waste OWC Project","","","","Organic Waste Composting","Listed","Not ARB Eligible","Sevier County","TENNESSEE","US","","","","","08/11/2011","","View","View","",
"CAR1442","CAFR6442","","Shasta Cascade Timberlands LLC","Shasta Cascade Timberlands LLC","Shasta Cascade Timberlands Forest Carbon Project","Shasta Cascade Timberlands LLC","None","","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Trinity, Shasta and Siskiyou Counties; Near Redding","CALIFORNIA","US","","","","","09/02/2020","","View","View","",
"CAR462","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Sioux Falls Regional Sanitary Landfill","","","Agri-Waste Technology, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Minnehaha County","SOUTH DAKOTA","US","","","","771672","06/12/2009","12/18/2009","View","View","www.terrapass.com",
"CAR1105","CAMM5178","","Solvay Chemicals, Inc.","Solvay Chemicals, Inc.","Solvay Chemicals, Inc. Waste Mine Methane Project","Solvay Chemicals, Inc.","none","SCS Engineers","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Sweetwater County","WYOMING","US","","","","1221236","02/25/2015","06/01/2016","View","View","",
"CAR400","NA","","Element Markets Emissions, LLC","Element Markets Emissions, LLC","South Jordan Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","South Jordan","UTAH","US","","","","1369400","06/25/2009","05/26/2010","View","View","",
"CAR443","NA","","Kent County Department of Public Works","Kent County Department of Public Works","South Kent Landfill Gas to Energy Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Byron Center, Kent County, Mi","MICHIGAN","US","","","","813710","05/01/2009","09/28/2011","View","View","",
"CAR1118","CAFR5118","","Sierra Pacific Industries","Sierra Pacific Industries","South Trinity Divide","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Completed","Inactive","In Trinity and Shasta Counties west of Redding","CALIFORNIA","US","","","","","01/21/2015","","View","View","",
"CAR806","NA","","Solar & Renewables Management, LLC","Solar & Renewables Management, LLC","Southern Generation","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Maricopa County","ARIZONA","US","","","Transitioned to the ARB Compliance Offset Protocol as CAR1078","11606","02/10/2011","05/05/2012","View","View","n/a",
"CAR481","NA","","East Texas Renewables, LLC","East Texas Renewables, LLC","Southtex Greenwood Farms","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Tyler, TX; Smith County","TEXAS","US","","","","481296","09/08/2009","03/05/2010","View","View","",
"CAR1163","CAFR5163","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #1","Sierra Pacific Industries","none","SCS Global Services","Reforestation - ARB Compliance","Completed","Inactive","Lassen, Plumas and Shasta Counties","CALIFORNIA","US","","","","","03/02/2015","","View","View","",
"CAR1164","CAFR5164","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #2","Sierra Pacific Industries","none","","Reforestation - ARB Compliance","Registered","Active Registry Project","Butte, Calaveras, Lassen, Placer, Plumas, Shasta, Trinity and Toulumne Counties","CALIFORNIA","US","","","","","03/02/2015","04/01/2019","View","View","",
"CAR1040","NA","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #2","Sierra Pacific Industries","","","Reforestation","Completed","Not ARB Eligible","Butte, Calaveras, Lassen, Placer, Plumas, Shasta, Trinity and Toulumne Counties","CALIFORNIA","US","","","","","12/27/2013","03/27/2019","View","View","",
"CAR1042","NA","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #3","Sierra Pacific Industries","","","Reforestation","Completed","Not ARB Eligible","Calaveras, El Dorado, Lassen, Shasta, and Toulumne Counties","CALIFORNIA","US","","","","","12/27/2013","03/27/2019","View","View","",
"CAR1165","CAFR5165","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #3","Sierra Pacific Industries","none","","Reforestation - ARB Compliance","Registered","Active Registry Project","Claveras, El Dorado, Lassen, Shasta, and Toulumne Counties","CALIFORNIA","US","","","","","03/02/2015","03/27/2019","View","View","",
"CAR1166","CAFR5166","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #4","Sierra Pacific Industries","none","SCS Global Services","Reforestation - ARB Compliance","Completed","Inactive","Butte, Calaveras, and Shasta counties","CALIFORNIA","US","","","","","03/02/2015","","View","View","",
"CAR1167","CAFR5167","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #5","Sierra Pacific Industries","none","","Reforestation - ARB Compliance","Registered","Active Registry Project","Amador, Butte, El Dorado, and Tuolumne Counties","CALIFORNIA","US","","","","","03/02/2015","04/01/2019","View","View","",
"CAR1044","NA","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #5","Sierra Pacific Industries","","","Reforestation","Completed","Not ARB Eligible","Amador, Butte, El Dorado, and Tuolumne Counties","CALIFORNIA","US","","","","","12/27/2013","03/27/2019","View","View","",
"CAR1168","CAFR5168","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #6","Sierra Pacific Indiustries","none","SCS Global Services","Reforestation - ARB Compliance","Completed","Inactive","Shasta County","CALIFORNIA","US","","","","","03/02/2015","","View","View","",
"CAR1184","CALS5284","","ClimeCo LLC","ClimeCo LLC","Spruce Haven Farm COP","ClimeCo Corporation","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Cayuga County, New York, USA","NEW YORK","US","","","","37545","11/20/2015","03/08/2017","View","View","",
"CAR432","NA","","Trinity Carbon Management LLC","Trinity Carbon Management LLC","St. Landry Parish Sanitary Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Washington","LOUISIANA","US","","","","214735","01/22/2009","12/30/2010","View","View","",
"CAR452","NA","","Steuben County","Steuben County","Steuben County Landfill Gas Flaring project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Bath","NEW YORK","US","","","","407257","07/09/2009","02/25/2010","View","View","www.steubencony.org",
"CAR514","NA","","Allied Waste Services of Stillwater, Inc.","Allied Waste Services of Stillwater, Inc.","Stillwater Sanitary Landfill","","","SCS Global Services","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Stillwater","OKLAHOMA","US","","","","102751","11/10/2009","09/30/2010","View","View","",
"CAR588","NA","","Sustainable Energy Solutions LLC","Sustainable Energy Solutions LLC","Stones Throw Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Near Tallassee in Elmore County","ALABAMA","US","","","","514157","02/11/2010","03/09/2011","View","View","",
"CAR1145","CALS5175","","Camco Offsets I, LLC","Camco Offsets I, LLC","Storms Hog Power, LLC","Storms Hog Power Partners, LLC","Camco Offsets I, LLC","Agri-Waste Technology, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","580 Storms Farm Lane, Bladenboro, NC 28320","NORTH CAROLINA","US","","","","41432","02/27/2015","04/21/2016","View","View","",
"CAR1014","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Storms Hog Power, LLC","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Bladenboro","NORTH CAROLINA","US","","","","17339","10/15/2013","02/24/2015","View","View","",
"CAR1078","CALS5077","","Solar & Renewables Management, LLC","Solar & Renewables Management, LLC","Stotz Southern Generation","Solar & Renewables Management, LLC","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Buckeye, Arizona","ARIZONA","US","","","Reported under CAR804 prior to transition to the ARB Compliance Offset Protocol","117648","07/14/2014","05/11/2015","View","View","",
"CAR844","NA","","City of Walla Walla","City of Walla Walla","Sudbury Road Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Walla Walla","WASHINGTON","US","","","","87545","07/25/2011","01/21/2014","View","View","",
"CAR843","NA","","Sunny Farms Landfill, LLC","Sunny Farms Landfill, LLC","Sunny Farms Landfill, LLC","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Seneca County; Fostoria; near Toledo","OHIO","US","","","","92249","08/04/2011","01/31/2014","View","View","",
"CAR490","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Sunny Knoll Farms","TerraPass, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Wyoming County","NEW YORK","US","","","","19402","09/03/2009","01/03/2013","View","View","www.rcminternationalllc.com",
"CAR1033","CALS5042","","3Degrees Group, Inc","3Degrees Group, Inc","Sunny Knoll Farms Anaerobic Digester","Sunny Knoll Farms","3Degrees Group, Inc","","Livestock - ARB Compliance","Registered","Active ARB Project","Near Rochester, NY","NEW YORK","US","","","Reported under CAR490 prior to transition to the ARB Compliance Offset Protocol","31087","02/10/2014","07/31/2014","View","View","",
"CAR1138","CALS5145","","ClimeCo LLC","ClimeCo LLC","Sunnyside Farms COP","ClimeCo Corporation","None","","Livestock - ARB Compliance","Registered","Active ARB Project","2231 Indian Field Rd, Scipio Center, NY 13147; Cayuga County","NEW YORK","US","","","","137659","02/12/2015","12/22/2017","View","View","",
"CAR606","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Sunnyside Farms Inc","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Cayuga County","NEW YORK","US","","","","34436","04/02/2010","07/08/2015","View","View","",
"CAR911","NA","","Barnabas Investment Group, LLC","Barnabas Investment Group, LLC","Surry County Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Surry County, North Carolina near Mount Airy","NORTH CAROLINA","US","","","","139999","10/04/2012","04/03/2014","View","View","",
"CAR1067","CAFR5063","","Sustainable Mountain Center, LLC","Sustainable Mountain Center, LLC","Sustainable Mountain IFM","Sustainable Mountain Center, LLC","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt County, CA (near Willow Creek)","CALIFORNIA","US","","","Reported under CAR1004 prior to transition to the ARB Compliance Offset Protocol","4343","05/07/2014","10/31/2014","View","View","",
"CAR1406","CAFR6406","","Sierra Pacific Industries","Sierra Pacific Industries","Swamp","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Proposed Project","Calaveras County","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","08/17/2020","","View","View","",
"CAR1283","CALS5325","","Camco Offsets I, LLC","Camco Offsets I, LLC","Swiss Valley Farms","Swiss Valley Farms, LLC","Camco Offsets I, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Warsaw, NY","NEW YORK","US","","","","13364","10/05/2017","04/02/2019","View","View","",
"CAR957","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Synergy Biogas, LLC","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Wyoming, NY","NEW YORK","US","","","","14925","03/29/2012","09/04/2014","View","View","",
"CAR1055","CALS5044","","ClimeCo LLC","ClimeCo LLC","T&M Bos Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Fair Oaks, Indiana","INDIANA","US","","","","66331","02/19/2014","01/14/2015","View","View","",
"CAR1056","CALS5045","","ClimeCo LLC","ClimeCo LLC","T&M Herrema Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Fair Oaks, Indiana","INDIANA","US","","","","64763","02/19/2014","01/21/2015","View","View","",
"CAR1057","CALS5046","","ClimeCo LLC","ClimeCo LLC","T&M Hidden View Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Rensselaer, Indiana","INDIANA","US","","","","65793","02/19/2014","01/07/2015","View","View","",
"CAR1058","CALS5047","","ClimeCo LLC","ClimeCo LLC","T&M Windy Ridge Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Fair Oaks, Indiana","INDIANA","US","","","","129777","02/19/2014","01/09/2015","View","View","",
"CAR1119","CAFR5119","","Sierra Pacific Industries","Sierra Pacific Industries","Tahoe Westcentral","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","In Nevada and Sierra Counties north east of Marysville","CALIFORNIA","US","","","","","01/21/2015","","View","View","",
"CAR817","NA","","Tangipahoa Parish Government","Tangipahoa Parish Government","Tangipahoa GHG Project","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Independence, Tangipahoa Parish","LOUISIANA","US","","","","199067","03/31/2011","09/16/2013","View","View","http://www.tangipahoa.org/",
"CAR1336","CAFR6336","","Peak Carbon Offset LLC","Peak Carbon Offset LLC","TCT Birmingham IFM Project","Twin Creeks Timber LLC","Peak Carbon LLC","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Bibb,Jefferson,Shelby,Tuscaloosa, Walker Counties","ALABAMA","US","","","","852600","05/02/2019","12/11/2019","View","View","",
"CAR1359","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Tecocomulco","Tecocomulco - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Cuautepec;Tecocomulco de Juarez","HIDALGO","MX","","","","1050","06/25/2019","02/25/2021","View","View","",
"CAR766","NA","","Terra Nitrogen, Limited Partnership","Terra Nitrogen, Limited Partnership","Terra Verdigris #2","","","","Nitric Acid N2O- Secondary Catalyst","Registered","Not ARB Eligible","Claremore, OK: near Tulsa","OKLAHOMA","US","","","","3090965","07/27/2010","12/16/2010","View","View","",
"CAR768","NA","","CF Industries Nitrogen, LLC","CF Industries Nitrogen, LLC","Terra Yazoo City  # 9, Nitrous Oxide Abatement Project","","","","Nitric Acid N2O- Secondary Catalyst","Registered","Not ARB Eligible","Yazoo City, MS","MISSISSIPPI","US","","","","2147669","07/26/2010","01/29/2011","View","View","",
"CAR593","NA","","3Degrees Group, Inc","3Degrees Group, Inc","The B6 Dairy Farm BioFactory(R) Project","","","","Livestock Gas Capture/Combustion","Registered","Not ARB Eligible","Gooding, Idaho","IDAHO","US","","","","299360","02/24/2012","06/20/2014","View","View","",
"CAR505","NA","","CA Department of Parks and Recreation","CA Department of Parks and Recreation","The Cuyamaca Rancho State Park (CRSP) Reforestation Project","","","","Reforestation","Registered","Not ARB Eligible","San Diego County","CALIFORNIA","US","","","","","10/30/2009","10/11/2012","View","View","",
"CAR434","NA","","Denton Power, LLC","Denton Power, LLC","The Denton Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Denton Municipal Landfill","TEXAS","US","","","","296679","02/23/2009","07/01/2009","View","View","www.dtebe.com",
"CAR402","NA","","Camco International Group, Inc.","Camco International Group, Inc.","The Dry Creek Dairy BioFactory® Project","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Hansen","IDAHO","US","","","","151565","10/02/2008","07/13/2010","View","View","",
"CAR485","NA","","Greenbrier Clean Energy LLC","Greenbrier Clean Energy LLC","The Greenbrier Landfill Project","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Lewisburg, West Virginia","WEST VIRGINIA","US","","","Project moved to completed per PD request","39909","08/27/2009","04/13/2010","View","View","",
"CAR1393","CAFR6393","","The Nature Conservancy","The Nature Conservancy","The Nature Conservancy Warm Springs IFM Carbon Project","The Nature Conservancy","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Bath County, Virginia, near Warm Springs","VIRGINIA","US","","","","","02/12/2020","","View","View","nature.org",
"CAR101","NA","","Fred M Van Eck Forest Foundation for Purdue University","Fred M Van Eck Forest Foundation for Purdue University","The van Eck Forest","","","","Conservation-Based Forest Management","Transitioned","Not ARB Eligible","Humboldt County","CALIFORNIA","US","","","","520234","09/05/2007","12/23/2008","View","View","",
"CAR1009","NA","","TMF Biofuels, LLC","TMF Biofuels, LLC","Threemile Canyon Farm Digester Project","TMF Biofuels LLC","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Morrow County: Near Boardman","OREGON","US","","","","107781","08/29/2013","12/31/2015","View","View","",
"CAR1386","CAFR6386","","Sierra Pacific Industries","Sierra Pacific Industries","Tiger 2019","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","","Redding","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","10/29/2019","","View","View","",
"CAR1169","CALS5169","","TMF Biofuels, LLC","TMF Biofuels, LLC","TMF Biofuels Dairy Digester","WOF PNW Threemile Project LLC","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Boardman, Oregon","OREGON","US","","","","238326","03/03/2015","02/21/2017","View","View","",
